#,Song ,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Valence (Happiness),Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
264, TIE Fighter Pursuit,Kevin Kiner,24,"scorecore, soundtrack, video game music",Easy listening,Star Wars Rebels: Season One (Original Soundtrack),9/16/16,3:14,40,52,62,84,36,3,11,-7 db,144,D Minor,7A,4,5/9/17,6WDu7VHhwemEVf5duAl30D
150, To Bracca,Kevin Kiner,23,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 1 (Episodes 1-8) [Original Soundtrack],6/25/21,2:32,12,21,60,94,4,4,10,-18 db,59,F Major,7B,3,7/8/21,26TVyvZZ5HM0o0kkivldcc
206, To Dathomir,"Stephen Barton,Gordy Haab",26,"british soundtrack, video game music",Easy listening,Star Wars Jedi: Fallen Order (Original Video Game Soundtrack),8/21/20,4:43,19,30,67,86,4,6,16,-18 db,124,D Minor,7A,4,9/3/20,6wtdel40jbjMBnfYGNC57t
399, To the Jawas,Ludwig Goransson,41,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 2 (Original Score),11/15/19,1:35,55,24,32,90,11,6,30,-15 db,83,F Minor,4A,4,12/27/19,12v95D2XSSqYuyT55mtePs
191, To the Surface,Kevin Kiner,22,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 2 (Episodes 9-16) [Original Soundtrack],8/20/21,3:59,14,37,59,91,6,4,9,-13 db,83,C Minor,5A,4,9/14/21,7CYYsJ2ZfW9I64frvWDDf2
226, Tomb of Kujet,"Stephen Barton,Gordy Haab",23,"british soundtrack, video game music",Easy listening,Star Wars Jedi: Fallen Order (Original Video Game Soundtrack),8/21/20,3:14,14,12,89,94,4,4,10,-24 db,140,Câ™¯/Dâ™­ Major,3B,5,9/3/20,2wQCPAZLpvl7rtxCwpByUO
541, Torn Apart,John Williams,35,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Force Awakens (Original Motion Picture Soundtrack),12/18/15,4:19,8,13,92,86,4,4,7,-15 db,79,F#/Gâ™­ Minor,11A,4,12/18/15,6A3isPtF8KMQfI3Ce4cImd
74, Trace & Rafa,Kevin Kiner,33,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Clone Wars - The Final Season (Episodes 5-8) [Original Soundtrack],4/10/20,3:39,19,8,86,92,4,4,10,-20 db,129,C Minor,5A,3,5/4/20,1fqsyRQVJReNyGNj1xZQX9
433, Tracking Beacon,Ludwig Goransson,31,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 6 (Original Score),12/13/19,2:58,28,24,45,87,6,7,7,-22 db,117,G Major,9B,4,12/27/19,4yCiBbyiJHxVx8HcRebUeG
246, Train Heist,John Powell,33,"british soundtrack, orchestral soundtrack, soundtrack",Easy listening,Solo: A Star Wars Story (Original Motion Picture Soundtrack),5/25/18,4:48,23,43,32,94,6,6,9,-18 db,111,C Minor,5A,4,5/27/18,1ezCMM6GbB6JW6yXltlCaD
521," Train Heist - ""The Book of Boba Fett: Vol. 1 (Chapters 1-4)"" Bonus Track","Joseph Shirley,Ludwig Goransson",34,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Book of Boba Fett: Vol. 2 (Chapters 5-7) [Original Soundtrack],2/11/22,6:15,43,69,7,87,17,5,11,-11 db,141,C Major,8B,4,2/15/22,7I0Wha0ZV4GEq2PxWpg1mb
414, Training the Plebs,Ludwig Goransson,36,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 4 (Original Score),11/29/19,3:10,57,17,78,92,4,8,19,-21 db,81,C Minor,5A,4,12/27/19,61WDB778kNOkndHYfjqr79
398, Trashed Crest,Ludwig Goransson,38,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 2 (Original Score),11/15/19,2:18,24,19,70,65,4,3,11,-20 db,70,A Minor,8A,5,12/27/19,6sf77mJRyRJDKqxmBmZiED
219, Trilla,"Stephen Barton,Gordy Haab",24,"british soundtrack, video game music",Easy listening,Star Wars Jedi: Fallen Order (Original Video Game Soundtrack),8/21/20,1:57,18,7,1,72,9,4,37,-25 db,60,F Minor,4A,4,9/3/20,5pw1nfS3ndjrKVSQEkLS2x
482, Troopers,Ludwig Goransson,50,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Season 2 - Vol. 2 (Chapters 13-16) [Original Score],12/18/20,2:33,57,35,15,95,5,6,6,-13 db,139,Câ™¯/Dâ™­ Major,3B,4,12/18/20,3eJkQFkpFpMRGHK57Hw5bC
325, Trust Goes Both Ways,Michael Giacchino,34,"orchestral soundtrack, soundtrack",Easy listening,Rogue One: A Star Wars Story (Original Motion Picture Soundtrack),12/16/16,2:45,16,16,84,84,7,4,12,-15 db,135,F Minor,4A,4,12/17/16,72Hca258e4JBSHUnLlhJTu
460, Tusken Raiders,Ludwig Goransson,37,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Season 2 - Vol. 1 (Chapters 9-12) [Original Score],11/20/20,3:18,34,29,61,93,4,5,31,-20 db,147,D Major,10B,4,11/20/20,23AqQAllAcVBzQ6U5bOP6i
293, Twin Moons,Kevin Kiner,35,"scorecore, soundtrack, video game music",Easy listening,Star Wars Rebels: Season Two (Original Soundtrack),9/30/16,1:47,12,20,90,81,9,4,8,-14 db,77,D Minor,7A,3,5/9/17,7EN0bLg2spkXYTL1YbRMe0
512, Two Paths Diverged,"Joseph Shirley,Ludwig Goransson",33,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Book of Boba Fett: Vol. 2 (Chapters 5-7) [Original Soundtrack],2/11/22,2:50,14,2,91,96,4,4,10,-29 db,84,A Major,11B,4,2/15/22,60lUxQu8QRSfeU458DG2rw
189, Underwater Tunnel,Kevin Kiner,22,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 2 (Episodes 9-16) [Original Soundtrack],8/20/21,3:25,23,12,85,87,3,4,35,-20 db,80,C Minor,5A,3,9/14/21,3a21vvK41IT0YwS0uVoS9y
44, Ventress the Nightsister,Kevin Kiner,29,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Clone Wars (Seasons One Through Six/Original Soundtrack),1/1/14,2:35,31,34,45,95,4,3,24,-13 db,129,F Minor,4A,4,5/9/17,5qQy2aIiYzFgFBpJONKhe5
100, Victory and Death,Kevin Kiner,42,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Clone Wars - The Final Season (Episodes 9-12) [Original Soundtrack],5/4/20,1:03,19,33,87,69,9,3,10,-12 db,73,G Minor,6A,4,5/4/20,0028HjBkFVbYKlpopdaIMo
35, Victory on Ryloth,"Kevin Kiner,Takeshi Furukawa",33,"scorecore, soundtrack, video game music, japanese soundtrack",Easy listening,Star Wars: The Clone Wars (Seasons One Through Six/Original Soundtrack),1/1/14,1:49,32,67,16,84,16,4,34,-6 db,79,G#/Aâ™­ Major,4B,3,5/9/17,5KmfzQEBXY58C9b3QtHiiA
165, Walker Chase,Kevin Kiner,22,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 2 (Episodes 9-16) [Original Soundtrack],8/20/21,3:52,25,59,28,85,13,7,19,-10 db,98,A#/Bâ™­ Minor,3A,3,9/14/21,5FackjuCNDQBDyy9q7dIEw
69, Walkers Battle,Kevin Kiner,25,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Clone Wars - The Final Season (Episodes 1-4) [Original Soundtrack],3/13/20,3:11,33,43,13,84,10,3,11,-10 db,144,F Minor,4A,4,5/4/20,4yULOsiSBSIgsuBmYy2Ajs
396, Walking on Mud,Ludwig Goransson,40,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 2 (Original Score),11/15/19,1:38,42,8,93,92,16,7,10,-27 db,125,D#/Eâ™­ Major,5B,4,12/27/19,3qM95iHFcNA7xVVvdarzOG
419, Warm or Cold,Ludwig Goransson,35,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 5 (Original Score),12/6/19,1:39,45,59,46,93,14,7,14,-12 db,84,G#/Aâ™­ Major,4B,4,12/27/19,46v1cZu7kCB8A3odJ4mNCl
11, Watto's Deal and Kids at Play,"John Williams,London Symphony Orchestra,London Voices,New London Children's Choir",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra, british choir, children's choir","Classical, Easy listening",Star Wars: The Phantom Menace (Original Motion Picture Soundtrack),5/4/99,4:57,20,2,96,79,4,3,9,-31 db,102,C Major,8B,4,5/9/17,4tdrqBVkanTiPSfQHDM3Dy
98, We Don't Understand,Kevin Kiner,32,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Clone Wars - The Final Season (Episodes 9-12) [Original Soundtrack],5/4/20,2:58,40,53,93,94,68,7,8,-12 db,152,D#/Eâ™­ Major,5B,4,5/4/20,38hJDarYOvdUXxg9enGMaM
574, We Go Together,John Williams,38,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Rise of Skywalker (Original Motion Picture Soundtrack),12/18/19,3:17,7,10,91,94,4,4,8,-19 db,73,D Minor,7A,3,12/27/19,1Tu24oNxMH9mt7gdJV5j9h
161, Weird Creatures,Kevin Kiner,22,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 2 (Episodes 9-16) [Original Soundtrack],8/20/21,2:45,30,41,22,82,4,4,10,-15 db,118,D Major,10B,1,9/14/21,3jfe0QYF0zROfj1LXj68vm
427, Welcome Back,Ludwig Goransson,35,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 6 (Original Score),12/13/19,3:49,44,23,22,95,4,3,11,-19 db,117,C Major,8B,4,12/27/19,6P4jqP9uYgJ4LyyQOR2OcU
185, Weren't Loyal to Me,Kevin Kiner,25,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 2 (Episodes 9-16) [Original Soundtrack],8/20/21,3:11,10,30,48,89,6,4,9,-14 db,82,G Minor,6A,4,9/14/21,2CkLGsvRIeEhW1a7Bi7vPT
452, What Remains in the Tunnels,Ludwig Goransson,32,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 8 (Original Score),12/27/19,3:10,16,4,13,95,3,4,21,-29 db,84,G Minor,6A,4,12/27/19,3IkZN6pqPaxunTdwGfIdlz
288, What's the Force?,Kevin Kiner,25,"scorecore, soundtrack, video game music",Easy listening,Star Wars Rebels: Season One (Original Soundtrack),9/16/16,1:59,8,24,87,42,4,3,10,-12 db,170,A Minor,8A,4,5/9/17,45igAe7j0d2qZvdnNgB4xi
326, When Has Become Now,Michael Giacchino,33,"orchestral soundtrack, soundtrack",Easy listening,Rogue One: A Star Wars Story (Original Motion Picture Soundtrack),12/16/16,1:59,19,10,83,90,14,4,8,-13 db,133,Câ™¯/Dâ™­ Major,3B,4,12/17/16,18teqnZDn9NnEukEP9JurW
320, Where the Sun Sails and the Moon Walks,Kevin Kiner,32,"scorecore, soundtrack, video game music",Easy listening,Star Wars Rebels: Season Two (Original Soundtrack),9/30/16,1:55,17,47,62,94,10,3,8,-8 db,75,E Major,12B,4,5/9/17,0oFX9NRxsXsLiZQUqQQhZZ
408, Whistling Bird,Ludwig Goransson,34,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 3 (Original Score),11/22/19,2:22,21,9,52,86,3,4,12,-26 db,140,C Minor,5A,4,12/27/19,48djaw0c7RThpDRHMFt5C2
555, Who Are You?,John Williams,32,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Last Jedi (Original Motion Picture Soundtrack),12/15/17,3:04,13,4,84,87,4,4,14,-24 db,76,E Minor,9A,1,12/15/17,3vzAoaGvVA7UFaVuGjUG0p
324, Wobani Imperial Labor Camp,Michael Giacchino,34,"orchestral soundtrack, soundtrack",Easy listening,Rogue One: A Star Wars Story (Original Motion Picture Soundtrack),12/16/16,0:54,7,15,80,86,4,4,50,-16 db,76,D#/Eâ™­ Major,5B,4,12/17/16,7vmgfpN0V5aU57IeM7WDTS
215, Wookiee Liberation,"Stephen Barton,Gordy Haab",24,"british soundtrack, video game music",Easy listening,Star Wars Jedi: Fallen Order (Original Video Game Soundtrack),8/21/20,3:00,28,22,90,85,5,4,37,-17 db,81,E Major,12B,4,9/3/20,0SnWRkTsNKOj95qUsYwMR4
102, Y-Wing,Kevin Kiner,30,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Clone Wars - The Final Season (Episodes 9-12) [Original Soundtrack],5/4/20,1:44,37,85,50,94,19,7,10,-8 db,79,G Minor,6A,4,5/4/20,6uigVlHfSqhBgahLSKSQX4
371, Yoda and the Force,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack),1/1/80,4:06,15,6,97,86,4,4,8,-24 db,76,G#/Aâ™­ Major,4B,3,5/30/18,4taJknwyhgq1seaZbCPkMr
21, Yoda and the Younglings,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars Episode 2: Attack of the Clones,3/11/02,3:55,12,1,98,95,5,4,11,-32 db,88,E Minor,9A,4,4/3/14,4zib2UCZnQAINPj4dnOYgs
286, Yoda's Guidance,Kevin Kiner,27,"scorecore, soundtrack, video game music",Easy listening,Star Wars Rebels: Season One (Original Soundtrack),9/16/16,1:10,17,13,94,93,8,4,12,-21 db,115,E Major,12B,4,5/9/17,1a40CMk8UNHB7ixJKgdfLq
360, Yoda's Theme,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack),1/1/80,3:30,19,9,96,85,6,4,10,-20 db,79,C Major,8B,4,5/30/18,5fsT9U41OCFlaKA5XTCHtz
58, Yodaâ€™s Journey Ends,Kevin Kiner,32,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Clone Wars (Seasons One Through Six/Original Soundtrack),1/1/14,2:05,16,15,93,85,5,4,10,-14 db,132,D Major,10B,3,5/9/17,2bOrJsd2Zwak3LrtwiQKJ1
392, You Are a Mandalorian,Ludwig Goransson,48,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 1 (Original Score),11/12/19,3:55,23,16,33,75,7,5,27,-16 db,81,G Major,9B,4,12/27/19,4GTzNMp2rCbJ0uHW9iXCK0
500," You Fly, I'll Shoot","Joseph Shirley,Ludwig Goransson",42,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Book of Boba Fett: Vol. 1 (Chapters 1-4) [Original Soundtrack],1/21/22,5:34,36,77,12,87,19,11,11,-10 db,113,F Major,7B,3,2/4/22,4LNvSul9OaZ1NR3STy9mvh
290, You're the Bait!,Kevin Kiner,22,"scorecore, soundtrack, video game music",Easy listening,Star Wars Rebels: Season Two (Original Soundtrack),9/30/16,3:14,38,58,53,94,25,3,12,-6 db,136,G Major,9B,4,5/9/17,0tQ4DbSbj6QFvo6jGDKsRm
47, Youngling Jedi,Kevin Kiner,29,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Clone Wars (Seasons One Through Six/Original Soundtrack),1/1/14,1:48,17,27,80,83,4,4,16,-13 db,124,Câ™¯/Dâ™­ Major,3B,4,5/9/17,6npiWbhXjR89B6FFt9QRY8
338, Your Father Would Be Proud,Michael Giacchino,47,"orchestral soundtrack, soundtrack",Easy listening,Rogue One: A Star Wars Story (Original Motion Picture Soundtrack),12/16/16,4:51,14,12,95,91,3,4,8,-16 db,140,G Major,9B,5,12/17/16,7FFvU6Jr6sRdbP36UFBwim
292, Your Master Has Deceived You,Kevin Kiner,26,"scorecore, soundtrack, video game music",Easy listening,Star Wars Rebels: Season Two (Original Soundtrack),9/30/16,1:06,23,31,39,86,12,3,24,-6 db,116,A Minor,8A,4,5/9/17,66ki9TFDlmksDEPncxUDOq
20, Zam the Assassin and the Chase Through Coruscant,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars Episode 2: Attack of the Clones,3/11/02,11:07,35,31,74,77,5,6,17,-19 db,108,G Major,9B,3,4/3/14,3DawgRaF0yRGPe6uKMcXQD
311, Zeb Rock,Kevin Kiner,21,"scorecore, soundtrack, video game music",Easy listening,Star Wars Rebels: Season Two (Original Soundtrack),9/30/16,1:07,43,60,0,96,48,4,11,-6 db,130,C Major,8B,4,5/9/17,3Hq9E51rGGL66j20eiXmuK
217, Zeffo,"Stephen Barton,Gordy Haab",25,"british soundtrack, video game music",Easy listening,Star Wars Jedi: Fallen Order (Original Video Game Soundtrack),8/21/20,3:33,17,12,51,89,3,4,17,-23 db,109,D Major,10B,3,9/3/20,252qyBrP779k0QU7FbHIzP
143, Zygerrian Camp,Kevin Kiner,23,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 1 (Episodes 1-8) [Original Soundtrack],6/25/21,3:22,23,30,71,85,4,4,10,-14 db,100,C Major,8B,4,7/8/21,4zJvyYaODG6BrHSZzKjF8v
560, â€œChrome Domeâ€,John Williams,33,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Last Jedi (Original Motion Picture Soundtrack),12/15/17,2:01,32,34,62,87,11,4,14,-13 db,88,F#/Gâ™­ Minor,11A,4,12/15/17,1ACII6dVvZETwW8FtpDzfI
